timestamp,service,cpu_percent,memory_percent,disk_percent,active_connections,request_rate_per_min,error_rate_percent,p99_latency_ms
2026-03-03 14:30:00,api-gateway,26.4,51.8,65.8,130,221,0.87,170
2026-03-03 14:30:00,order-service,12.1,32.6,65.4,189,327,1.36,80
2026-03-03 14:30:00,payment-service,43.0,48.0,47.2,194,254,1.84,270
2026-03-03 14:30:00,inventory-service,17.6,33.3,45.6,128,179,0.73,215
2026-03-03 14:30:00,notification-service,30.6,59.0,68.8,36,408,1.47,103
2026-03-03 14:30:00,auth-service,41.8,37.5,52.3,138,278,0.02,284
2026-03-03 14:30:00,search-service,34.3,53.4,40.4,158,83,1.52,210
2026-03-03 14:35:00,api-gateway,38.1,42.1,59.2,40,65,1.64,118
2026-03-03 14:35:00,order-service,11.4,31.1,53.7,62,439,1.08,215
2026-03-03 14:35:00,payment-service,20.5,45.9,48.1,60,462,0.02,115
2026-03-03 14:35:00,inventory-service,28.1,53.1,53.9,120,493,0.66,122
2026-03-03 14:35:00,notification-service,34.2,30.2,48.7,77,367,0.26,97
2026-03-03 14:35:00,auth-service,28.0,48.4,45.7,125,333,1.74,179
2026-03-03 14:35:00,search-service,18.6,49.9,51.7,75,175,1.48,71
2026-03-03 14:40:00,api-gateway,25.0,52.3,49.8,169,307,1.66,292
2026-03-03 14:40:00,order-service,19.1,38.0,41.2,153,387,1.15,130
2026-03-03 14:40:00,payment-service,44.9,47.6,40.7,57,370,0.07,210
2026-03-03 14:40:00,inventory-service,41.1,43.1,65.3,97,129,0.85,209
2026-03-03 14:40:00,notification-service,37.3,33.7,50.8,62,476,1.82,59
2026-03-03 14:40:00,auth-service,41.5,48.2,57.9,169,255,0.76,106
2026-03-03 14:40:00,search-service,10.7,48.0,66.7,72,233,1.7,152
2026-03-03 14:45:00,api-gateway,22.3,59.1,69.4,17,275,1.19,201
2026-03-03 14:45:00,order-service,14.1,40.6,64.2,25,461,0.36,168
2026-03-03 14:45:00,payment-service,17.3,34.9,43.5,170,361,0.71,73
2026-03-03 14:45:00,inventory-service,29.5,57.6,40.1,84,115,0.4,220
2026-03-03 14:45:00,notification-service,43.2,34.2,41.2,187,487,0.77,182
2026-03-03 14:45:00,auth-service,14.4,57.3,49.0,41,450,1.39,195
2026-03-03 14:45:00,search-service,18.3,59.0,67.3,98,202,1.06,231
2026-03-03 14:50:00,api-gateway,25.7,57.5,50.8,134,357,0.89,102
2026-03-03 14:50:00,order-service,30.5,45.8,62.5,79,475,1.43,213
2026-03-03 14:50:00,payment-service,33.8,37.1,64.9,105,489,0.17,90
2026-03-03 14:50:00,inventory-service,27.0,55.8,45.6,141,495,0.28,288
2026-03-03 14:50:00,notification-service,19.6,33.9,50.7,35,308,0.69,272
2026-03-03 14:50:00,auth-service,22.7,49.4,60.6,145,451,1.05,235
2026-03-03 14:50:00,search-service,12.8,57.2,57.8,72,77,1.87,81
2026-03-03 14:55:00,api-gateway,30.1,51.8,65.6,168,218,1.69,117
2026-03-03 14:55:00,order-service,36.0,43.6,43.1,96,57,1.65,245
2026-03-03 14:55:00,payment-service,20.3,46.6,57.6,39,415,1.69,238
2026-03-03 14:55:00,inventory-service,11.1,47.2,59.6,83,258,1.42,60
2026-03-03 14:55:00,notification-service,18.3,40.0,53.3,115,354,1.86,138
2026-03-03 14:55:00,auth-service,37.4,48.0,64.0,63,238,1.72,180
2026-03-03 14:55:00,search-service,27.9,55.8,55.2,192,118,1.33,164
2026-03-03 15:00:00,api-gateway,25.4,39.9,53.4,125,371,0.99,176
2026-03-03 15:00:00,order-service,19.5,47.2,45.4,82,500,1.42,82
2026-03-03 15:00:00,payment-service,17.6,43.4,65.5,198,350,1.62,113
2026-03-03 15:00:00,inventory-service,26.9,44.1,41.2,136,81,1.42,273
2026-03-03 15:00:00,notification-service,21.6,40.9,69.5,150,476,0.62,226
2026-03-03 15:00:00,auth-service,35.8,43.9,48.0,194,482,1.79,161
2026-03-03 15:00:00,search-service,24.9,35.9,56.9,117,387,1.69,80
2026-03-03 15:05:00,api-gateway,15.4,40.9,46.6,17,136,1.55,160
2026-03-03 15:05:00,order-service,25.6,48.7,63.7,106,204,0.25,89
2026-03-03 15:05:00,payment-service,41.9,59.6,54.7,183,297,0.79,100
2026-03-03 15:05:00,inventory-service,38.2,58.3,64.5,38,405,1.26,120
2026-03-03 15:05:00,notification-service,13.6,57.2,59.1,22,78,0.68,295
2026-03-03 15:05:00,auth-service,22.8,46.7,63.7,100,232,1.24,136
2026-03-03 15:05:00,search-service,41.1,40.9,53.1,57,112,0.85,192
2026-03-03 15:10:00,api-gateway,43.5,49.9,46.1,178,297,1.4,270
2026-03-03 15:10:00,order-service,36.8,42.4,41.6,166,232,1.52,127
2026-03-03 15:10:00,payment-service,44.6,52.3,42.7,138,263,1.52,63
2026-03-03 15:10:00,inventory-service,20.3,32.4,42.7,94,398,0.94,132
2026-03-03 15:10:00,notification-service,36.8,32.8,61.5,126,348,0.46,150
2026-03-03 15:10:00,auth-service,29.5,56.6,63.4,167,399,1.93,272
2026-03-03 15:10:00,search-service,12.4,50.4,41.1,157,315,1.97,189
2026-03-03 15:15:00,api-gateway,22.3,50.4,69.4,18,238,0.74,245
2026-03-03 15:15:00,order-service,29.3,47.9,42.8,104,480,0.41,61
2026-03-03 15:15:00,payment-service,15.7,38.6,41.0,191,147,1.37,237
2026-03-03 15:15:00,inventory-service,18.3,36.5,57.1,72,305,1.17,97
2026-03-03 15:15:00,notification-service,41.8,50.0,66.7,149,336,1.27,182
2026-03-03 15:15:00,auth-service,15.9,49.6,68.6,153,322,1.23,185
2026-03-03 15:15:00,search-service,20.4,58.6,53.5,35,435,1.51,247
2026-03-03 15:20:00,api-gateway,25.8,42.1,62.4,79,500,1.69,84
2026-03-03 15:20:00,order-service,35.9,46.3,49.0,189,97,0.37,97
2026-03-03 15:20:00,payment-service,36.0,42.1,48.8,81,126,1.46,155
2026-03-03 15:20:00,inventory-service,20.7,55.4,47.7,175,336,0.39,225
2026-03-03 15:20:00,notification-service,36.8,52.8,58.0,121,258,0.48,202
2026-03-03 15:20:00,auth-service,37.5,39.8,42.8,187,331,0.95,261
2026-03-03 15:20:00,search-service,39.9,38.2,57.0,89,248,1.05,219
2026-03-03 15:25:00,api-gateway,13.1,58.0,47.7,166,161,1.97,195
2026-03-03 15:25:00,order-service,31.6,40.0,42.8,93,219,1.62,153
2026-03-03 15:25:00,payment-service,20.9,34.3,58.5,12,128,1.25,252
2026-03-03 15:25:00,inventory-service,37.8,52.8,65.4,154,462,0.75,246
2026-03-03 15:25:00,notification-service,43.4,41.7,52.5,142,82,1.92,81
2026-03-03 15:25:00,auth-service,33.1,46.1,65.2,157,450,1.58,112
2026-03-03 15:25:00,search-service,33.3,49.5,69.2,175,119,0.53,193
2026-03-03 15:30:00,api-gateway,27.2,35.6,41.6,129,156,0.46,230
2026-03-03 15:30:00,order-service,29.5,38.1,69.4,182,414,0.13,181
2026-03-03 15:30:00,payment-service,24.5,57.6,61.2,143,217,0.99,112
2026-03-03 15:30:00,inventory-service,11.8,38.0,49.9,159,247,1.37,283
2026-03-03 15:30:00,notification-service,41.1,50.3,53.5,112,383,1.64,284
2026-03-03 15:30:00,auth-service,37.7,41.2,64.0,138,247,1.12,50
2026-03-03 15:30:00,search-service,11.9,40.6,42.0,198,117,1.83,213
2026-03-03 15:35:00,api-gateway,36.2,49.5,47.8,75,358,0.53,297
2026-03-03 15:35:00,order-service,24.5,36.7,54.0,104,260,0.21,296
2026-03-03 15:35:00,payment-service,25.2,35.8,47.5,74,140,0.08,124
2026-03-03 15:35:00,inventory-service,15.3,59.4,55.3,123,178,0.91,75
2026-03-03 15:35:00,notification-service,40.3,34.1,47.5,31,373,1.15,196
2026-03-03 15:35:00,auth-service,44.0,40.4,68.3,15,461,0.68,145
2026-03-03 15:35:00,search-service,32.0,37.1,49.5,150,213,0.1,72
2026-03-03 15:40:00,api-gateway,31.9,59.7,67.4,57,413,1.13,272
2026-03-03 15:40:00,order-service,42.5,57.0,52.3,62,145,1.71,221
2026-03-03 15:40:00,payment-service,30.7,51.5,63.4,42,156,0.41,74
2026-03-03 15:40:00,inventory-service,10.1,31.2,69.5,139,365,1.94,238
2026-03-03 15:40:00,notification-service,38.8,31.3,50.9,42,358,0.16,118
2026-03-03 15:40:00,auth-service,22.2,57.0,59.6,85,347,1.66,154
2026-03-03 15:40:00,search-service,22.7,48.0,50.0,43,292,0.04,96
2026-03-03 15:45:00,api-gateway,22.3,48.6,42.9,38,460,0.58,131
2026-03-03 15:45:00,order-service,41.6,45.1,45.8,89,494,0.01,173
2026-03-03 15:45:00,payment-service,26.8,56.9,61.6,41,163,0.08,69
2026-03-03 15:45:00,inventory-service,10.4,52.5,66.9,45,105,0.8,200
2026-03-03 15:45:00,notification-service,26.0,40.2,68.1,127,106,0.57,164
2026-03-03 15:45:00,auth-service,18.4,55.0,41.3,72,92,1.22,163
2026-03-03 15:45:00,search-service,19.9,54.0,45.4,118,260,0.7,269
2026-03-03 15:50:00,api-gateway,11.5,36.6,52.1,115,232,0.68,55
2026-03-03 15:50:00,order-service,24.6,34.4,53.6,94,223,0.3,166
2026-03-03 15:50:00,payment-service,42.9,56.8,60.2,113,372,1.78,241
2026-03-03 15:50:00,inventory-service,12.0,43.6,49.4,11,53,1.78,141
2026-03-03 15:50:00,notification-service,41.6,55.4,67.5,121,331,0.97,159
2026-03-03 15:50:00,auth-service,30.3,39.6,68.7,28,141,0.17,183
2026-03-03 15:50:00,search-service,13.2,41.5,66.1,163,153,1.62,298
2026-03-03 15:55:00,api-gateway,18.4,54.0,45.6,68,439,1.39,109
2026-03-03 15:55:00,order-service,10.6,56.0,48.2,82,425,1.17,131
2026-03-03 15:55:00,payment-service,43.9,56.1,52.6,131,468,0.11,163
2026-03-03 15:55:00,inventory-service,30.4,35.7,65.8,190,320,0.45,87
2026-03-03 15:55:00,notification-service,19.5,41.9,48.0,145,451,0.67,287
2026-03-03 15:55:00,auth-service,33.9,52.2,57.2,46,419,0.07,67
2026-03-03 15:55:00,search-service,40.0,49.6,41.9,191,206,1.09,58
2026-03-03 16:00:00,api-gateway,37.3,33.0,58.2,58,195,0.78,143
2026-03-03 16:00:00,order-service,35.3,36.7,52.5,70,53,0.63,231
2026-03-03 16:00:00,payment-service,37.0,51.0,45.8,189,495,0.11,197
2026-03-03 16:00:00,inventory-service,38.7,57.0,43.6,77,169,0.9,164
2026-03-03 16:00:00,notification-service,11.2,49.4,42.9,128,55,1.66,241
2026-03-03 16:00:00,auth-service,19.4,31.8,64.6,97,410,1.4,209
2026-03-03 16:00:00,search-service,15.9,57.0,65.0,67,491,0.42,283
2026-03-03 16:05:00,api-gateway,32.0,47.0,54.1,124,378,1.68,188
2026-03-03 16:05:00,order-service,23.1,45.9,53.6,164,277,0.75,140
2026-03-03 16:05:00,payment-service,31.2,44.8,62.2,186,446,1.13,57
2026-03-03 16:05:00,inventory-service,36.7,32.1,41.7,98,419,0.73,261
2026-03-03 16:05:00,notification-service,30.6,53.2,58.2,150,146,0.49,216
2026-03-03 16:05:00,auth-service,12.6,47.7,69.9,106,197,1.29,57
2026-03-03 16:05:00,search-service,28.2,51.4,47.7,86,72,0.77,230
2026-03-03 16:10:00,api-gateway,35.1,48.9,67.8,100,473,0.3,239
2026-03-03 16:10:00,order-service,21.7,36.1,65.2,129,60,1.33,268
2026-03-03 16:10:00,payment-service,42.9,41.5,51.1,157,183,0.78,272
2026-03-03 16:10:00,inventory-service,10.4,46.1,59.4,118,125,1.31,234
2026-03-03 16:10:00,notification-service,16.4,33.3,59.8,50,260,0.05,82
2026-03-03 16:10:00,auth-service,44.2,54.9,59.7,199,469,1.92,81
2026-03-03 16:10:00,search-service,29.6,45.4,66.0,199,110,0.05,205
2026-03-03 16:15:00,api-gateway,41.0,53.6,53.1,10,350,1.3,200
2026-03-03 16:15:00,order-service,19.7,47.2,64.4,27,384,0.93,62
2026-03-03 16:15:00,payment-service,40.5,59.8,55.0,113,391,0.34,56
2026-03-03 16:15:00,inventory-service,22.1,55.3,60.0,186,318,0.92,260
2026-03-03 16:15:00,notification-service,27.2,44.9,41.5,81,393,1.18,84
2026-03-03 16:15:00,auth-service,34.4,45.2,66.4,35,103,1.13,159
2026-03-03 16:15:00,search-service,32.7,53.2,58.0,112,206,0.87,296
2026-03-03 16:20:00,api-gateway,27.2,36.1,49.5,162,235,0.78,254
2026-03-03 16:20:00,order-service,29.7,33.4,57.8,52,126,0.07,271
2026-03-03 16:20:00,payment-service,38.6,55.3,69.1,104,255,0.48,287
2026-03-03 16:20:00,inventory-service,35.5,47.1,62.2,127,458,0.56,185
2026-03-03 16:20:00,notification-service,37.4,48.3,50.6,22,303,0.71,158
2026-03-03 16:20:00,auth-service,26.3,38.0,64.3,144,263,1.28,98
2026-03-03 16:20:00,search-service,22.7,33.6,43.9,38,300,1.45,117
2026-03-03 16:25:00,api-gateway,27.8,58.3,48.5,125,360,0.48,271
2026-03-03 16:25:00,order-service,44.5,57.9,60.0,95,385,1.1,105
2026-03-03 16:25:00,payment-service,28.8,41.2,58.1,161,290,1.5,95
2026-03-03 16:25:00,inventory-service,22.3,53.2,65.3,166,152,0.12,147
2026-03-03 16:25:00,notification-service,41.2,42.8,57.3,48,245,1.62,78
2026-03-03 16:25:00,auth-service,30.2,47.1,68.9,157,146,0.42,111
2026-03-03 16:25:00,search-service,33.7,36.4,42.3,152,294,1.11,60
2026-03-03 16:30:00,api-gateway,21.2,41.8,44.0,198,420,1.57,145
2026-03-03 16:30:00,order-service,18.1,39.9,49.9,118,403,0.34,84
2026-03-03 16:30:00,payment-service,30.9,38.3,56.5,135,179,0.96,81
2026-03-03 16:30:00,inventory-service,14.0,46.8,52.1,180,351,0.39,240
2026-03-03 16:30:00,notification-service,22.9,43.6,57.1,52,459,0.26,198
2026-03-03 16:30:00,auth-service,17.7,43.2,53.8,120,221,1.81,52
2026-03-03 16:30:00,search-service,37.8,47.0,48.3,194,465,1.69,145
2026-03-03 16:35:00,api-gateway,39.3,49.3,41.7,93,296,1.39,176
2026-03-03 16:35:00,order-service,35.4,53.4,56.9,127,203,0.41,284
2026-03-03 16:35:00,payment-service,14.4,39.0,49.1,91,155,0.7,178
2026-03-03 16:35:00,inventory-service,42.4,32.3,60.7,136,230,0.06,200
2026-03-03 16:35:00,notification-service,14.9,59.1,44.7,168,189,1.03,237
2026-03-03 16:35:00,auth-service,37.6,41.4,61.1,105,280,1.29,156
2026-03-03 16:35:00,search-service,16.5,48.4,45.9,157,101,0.81,146
2026-03-03 16:40:00,api-gateway,41.1,53.7,69.3,143,324,0.63,54
2026-03-03 16:40:00,order-service,24.0,52.8,46.8,158,379,1.83,118
2026-03-03 16:40:00,payment-service,38.1,31.8,61.5,14,203,0.29,174
2026-03-03 16:40:00,inventory-service,37.3,47.8,47.8,59,228,0.56,199
2026-03-03 16:40:00,notification-service,15.3,57.6,40.0,144,459,0.14,189
2026-03-03 16:40:00,auth-service,40.7,48.4,58.3,169,378,0.23,295
2026-03-03 16:40:00,search-service,15.4,55.4,58.8,72,239,0.9,294
2026-03-03 16:45:00,api-gateway,21.2,45.9,63.9,172,89,0.2,133
2026-03-03 16:45:00,order-service,35.1,31.1,45.7,127,239,0.79,214
2026-03-03 16:45:00,payment-service,13.2,59.3,52.4,185,132,0.77,127
2026-03-03 16:45:00,inventory-service,39.1,40.0,49.7,116,133,0.01,95
2026-03-03 16:45:00,notification-service,43.7,54.9,50.3,74,456,0.78,231
2026-03-03 16:45:00,auth-service,34.4,34.3,47.5,82,52,0.98,270
2026-03-03 16:45:00,search-service,12.9,43.3,60.0,68,191,0.77,283
2026-03-03 16:50:00,api-gateway,12.2,58.6,58.7,97,476,1.85,170
2026-03-03 16:50:00,order-service,34.0,51.6,41.5,22,457,1.58,287
2026-03-03 16:50:00,payment-service,30.0,55.6,42.3,123,345,1.99,141
2026-03-03 16:50:00,inventory-service,13.8,35.7,44.0,76,373,1.53,71
2026-03-03 16:50:00,notification-service,35.9,30.0,45.1,84,374,0.21,136
2026-03-03 16:50:00,auth-service,24.0,41.5,41.2,165,222,0.87,220
2026-03-03 16:50:00,search-service,39.1,45.9,68.6,95,188,0.24,105
2026-03-03 16:55:00,api-gateway,33.6,43.0,50.8,13,121,1.04,290
2026-03-03 16:55:00,order-service,30.9,57.6,49.9,120,406,1.52,131
2026-03-03 16:55:00,payment-service,29.3,43.2,58.4,180,241,1.45,190
2026-03-03 16:55:00,inventory-service,16.0,31.8,49.9,198,461,0.61,95
2026-03-03 16:55:00,notification-service,16.0,54.4,65.9,174,401,0.21,122
2026-03-03 16:55:00,auth-service,15.6,47.5,58.2,138,107,0.58,122
2026-03-03 16:55:00,search-service,10.2,32.5,64.5,102,405,1.41,280
2026-03-03 17:00:00,api-gateway,30.2,35.7,43.6,53,261,0.64,51
2026-03-03 17:00:00,order-service,41.7,54.9,64.6,17,105,0.9,277
2026-03-03 17:00:00,payment-service,11.5,31.5,67.1,175,204,1.4,161
2026-03-03 17:00:00,inventory-service,31.6,45.1,68.8,110,256,0.73,126
2026-03-03 17:00:00,notification-service,29.0,50.7,44.4,57,459,1.2,113
2026-03-03 17:00:00,auth-service,33.2,43.7,60.0,165,102,1.83,129
2026-03-03 17:00:00,search-service,43.5,50.8,57.3,90,147,1.59,234
2026-03-03 17:05:00,api-gateway,14.0,49.6,66.8,35,147,0.12,130
2026-03-03 17:05:00,order-service,40.9,36.5,50.8,146,442,0.34,296
2026-03-03 17:05:00,payment-service,18.3,35.5,47.5,193,56,1.45,87
2026-03-03 17:05:00,inventory-service,40.8,56.3,67.6,111,139,1.89,172
2026-03-03 17:05:00,notification-service,39.2,48.9,70.0,50,55,1.99,130
2026-03-03 17:05:00,auth-service,18.6,55.1,62.7,74,131,0.48,158
2026-03-03 17:05:00,search-service,25.4,31.2,53.4,108,65,0.62,84
2026-03-03 17:10:00,api-gateway,31.7,52.0,59.6,172,388,1.32,242
2026-03-03 17:10:00,order-service,28.7,49.2,67.3,119,412,0.79,170
2026-03-03 17:10:00,payment-service,20.6,59.1,61.0,137,299,1.73,69
2026-03-03 17:10:00,inventory-service,11.4,49.5,45.4,84,481,1.38,55
2026-03-03 17:10:00,notification-service,18.4,36.6,41.1,104,487,0.15,226
2026-03-03 17:10:00,auth-service,33.6,54.1,58.0,136,124,0.57,168
2026-03-03 17:10:00,search-service,38.2,34.1,48.3,120,227,0.58,66
2026-03-03 17:15:00,api-gateway,25.3,54.3,69.7,161,393,0.41,95
2026-03-03 17:15:00,order-service,27.0,55.3,62.6,191,415,0.47,191
2026-03-03 17:15:00,payment-service,21.2,35.6,56.7,36,462,1.1,253
2026-03-03 17:15:00,inventory-service,42.5,47.3,67.2,175,148,1.94,210
2026-03-03 17:15:00,notification-service,15.8,55.0,56.5,119,314,0.04,276
2026-03-03 17:15:00,auth-service,44.4,57.6,48.2,176,498,0.46,281
2026-03-03 17:15:00,search-service,42.0,53.2,46.9,143,364,1.2,198
2026-03-03 17:20:00,api-gateway,18.2,54.6,61.8,184,346,1.19,222
2026-03-03 17:20:00,order-service,12.8,35.7,47.5,191,289,1.44,138
2026-03-03 17:20:00,payment-service,10.2,44.1,65.6,177,51,0.99,145
2026-03-03 17:20:00,inventory-service,10.2,46.8,67.6,86,339,0.57,197
2026-03-03 17:20:00,notification-service,31.3,53.8,52.0,98,283,0.76,156
2026-03-03 17:20:00,auth-service,34.7,42.4,63.1,70,329,1.87,257
2026-03-03 17:20:00,search-service,21.4,47.4,42.2,75,332,0.56,141
2026-03-03 17:25:00,api-gateway,19.7,35.1,67.0,159,220,0.67,100
2026-03-03 17:25:00,order-service,38.6,54.7,61.2,200,217,1.22,139
2026-03-03 17:25:00,payment-service,20.3,47.5,46.2,186,231,0.22,241
2026-03-03 17:25:00,inventory-service,34.6,57.5,40.8,115,304,0.62,77
2026-03-03 17:25:00,notification-service,33.5,59.3,64.2,119,167,0.8,141
2026-03-03 17:25:00,auth-service,35.7,30.3,65.6,197,65,0.5,175
2026-03-03 17:25:00,search-service,18.3,56.5,67.2,46,171,0.52,157
2026-03-03 17:30:00,api-gateway,40.3,44.6,55.1,129,494,1.92,60
2026-03-03 17:30:00,order-service,44.8,36.0,68.7,183,138,0.43,261
2026-03-03 17:30:00,payment-service,29.1,34.2,42.4,26,455,1.75,258
2026-03-03 17:30:00,inventory-service,31.8,51.8,62.5,100,490,0.61,163
2026-03-03 17:30:00,notification-service,36.0,55.5,49.6,45,470,0.24,281
2026-03-03 17:30:00,auth-service,15.6,52.5,68.4,118,175,1.51,177
2026-03-03 17:30:00,search-service,41.2,36.5,42.6,165,480,1.91,111
2026-03-03 17:35:00,api-gateway,44.7,33.2,40.5,146,307,0.81,299
2026-03-03 17:35:00,order-service,18.4,54.5,62.0,95,450,1.94,277
2026-03-03 17:35:00,payment-service,19.1,54.9,40.8,146,98,1.02,54
2026-03-03 17:35:00,inventory-service,18.5,42.5,56.4,105,416,0.19,59
2026-03-03 17:35:00,notification-service,42.1,33.9,55.0,87,88,1.41,56
2026-03-03 17:35:00,auth-service,29.0,43.4,44.0,77,266,0.13,212
2026-03-03 17:35:00,search-service,29.3,46.0,59.2,171,148,0.37,66
2026-03-03 17:40:00,api-gateway,19.9,48.2,54.3,12,157,1.33,296
2026-03-03 17:40:00,order-service,10.7,35.6,49.3,136,180,0.43,102
2026-03-03 17:40:00,payment-service,20.7,33.9,41.3,102,83,1.74,256
2026-03-03 17:40:00,inventory-service,10.7,55.3,40.1,13,372,0.58,101
2026-03-03 17:40:00,notification-service,14.3,40.1,50.0,200,283,1.14,84
2026-03-03 17:40:00,auth-service,11.7,44.2,69.3,47,400,1.36,223
2026-03-03 17:40:00,search-service,18.1,58.8,52.7,187,287,0.26,71
2026-03-03 17:45:00,api-gateway,27.1,53.8,42.3,143,459,1.53,278
2026-03-03 17:45:00,order-service,36.5,58.2,56.6,193,333,1.81,260
2026-03-03 17:45:00,payment-service,25.9,42.7,62.1,104,492,0.13,178
2026-03-03 17:45:00,inventory-service,26.8,49.7,43.9,64,360,1.07,186
2026-03-03 17:45:00,notification-service,44.0,36.7,53.7,172,459,0.32,121
2026-03-03 17:45:00,auth-service,27.7,36.7,48.2,39,350,0.51,137
2026-03-03 17:45:00,search-service,35.9,42.3,55.3,31,380,1.47,166
2026-03-03 17:50:00,api-gateway,39.0,36.7,43.4,152,401,0.06,296
2026-03-03 17:50:00,order-service,44.1,49.7,63.4,196,396,0.08,210
2026-03-03 17:50:00,payment-service,32.2,33.2,66.3,91,311,0.66,99
2026-03-03 17:50:00,inventory-service,41.8,33.2,69.5,173,216,0.48,150
2026-03-03 17:50:00,notification-service,35.2,31.0,67.0,88,357,0.38,110
2026-03-03 17:50:00,auth-service,30.4,43.4,60.2,90,178,0.06,155
2026-03-03 17:50:00,search-service,18.0,39.4,52.6,126,54,0.28,63
2026-03-03 17:55:00,api-gateway,35.9,58.9,42.2,100,150,0.92,218
2026-03-03 17:55:00,order-service,19.8,31.7,66.9,101,399,1.3,234
2026-03-03 17:55:00,payment-service,21.8,36.6,49.6,82,438,1.7,165
2026-03-03 17:55:00,inventory-service,36.6,57.6,61.2,183,261,0.91,228
2026-03-03 17:55:00,notification-service,43.9,56.2,56.1,160,498,0.33,233
2026-03-03 17:55:00,auth-service,41.4,34.1,69.2,37,440,1.85,239
2026-03-03 17:55:00,search-service,11.4,53.4,60.4,12,191,0.04,243
2026-03-03 18:00:00,api-gateway,31.6,44.8,69.1,41,450,0.35,153
2026-03-03 18:00:00,order-service,13.7,43.3,60.1,147,404,0.03,291
2026-03-03 18:00:00,payment-service,19.8,58.3,40.7,187,209,1.1,154
2026-03-03 18:00:00,inventory-service,26.9,45.7,47.7,79,126,1.92,82
2026-03-03 18:00:00,notification-service,36.9,39.0,68.4,137,80,1.39,194
2026-03-03 18:00:00,auth-service,29.2,44.1,43.4,14,110,1.0,169
2026-03-03 18:00:00,search-service,37.3,36.9,44.7,128,447,0.09,123
2026-03-03 18:05:00,api-gateway,33.1,36.7,62.6,128,175,0.27,265
2026-03-03 18:05:00,order-service,23.2,42.7,55.9,167,497,0.97,278
2026-03-03 18:05:00,payment-service,19.0,54.3,60.4,64,377,1.55,116
2026-03-03 18:05:00,inventory-service,37.9,36.8,69.5,128,276,1.25,274
2026-03-03 18:05:00,notification-service,35.9,58.0,57.2,76,256,1.68,91
2026-03-03 18:05:00,auth-service,19.9,30.7,65.7,41,103,1.86,224
2026-03-03 18:05:00,search-service,16.7,32.8,52.8,83,175,0.27,71
2026-03-03 18:10:00,api-gateway,38.5,57.7,60.7,105,99,1.02,81
2026-03-03 18:10:00,order-service,15.8,41.0,42.4,131,79,0.04,119
2026-03-03 18:10:00,payment-service,18.5,52.8,48.1,196,481,0.31,277
2026-03-03 18:10:00,inventory-service,23.3,50.5,48.9,186,219,0.42,85
2026-03-03 18:10:00,notification-service,21.0,56.3,60.2,62,113,0.15,136
2026-03-03 18:10:00,auth-service,19.0,49.1,43.4,16,377,0.28,147
2026-03-03 18:10:00,search-service,10.4,33.1,62.1,176,348,0.41,250
2026-03-03 18:15:00,api-gateway,11.2,56.1,45.3,182,208,0.53,215
2026-03-03 18:15:00,order-service,40.3,53.5,53.1,72,433,1.51,258
2026-03-03 18:15:00,payment-service,17.0,38.0,44.1,118,111,0.25,154
2026-03-03 18:15:00,inventory-service,13.8,50.6,60.0,169,342,1.43,129
2026-03-03 18:15:00,notification-service,19.5,34.3,63.8,31,323,0.55,261
2026-03-03 18:15:00,auth-service,21.5,36.3,62.9,91,324,1.94,152
2026-03-03 18:15:00,search-service,28.5,51.6,58.7,25,323,0.21,267
2026-03-03 18:20:00,api-gateway,31.4,54.5,59.7,18,143,1.6,84
2026-03-03 18:20:00,order-service,16.8,46.7,57.8,99,311,0.11,102
2026-03-03 18:20:00,payment-service,43.2,52.1,58.9,175,137,1.02,57
2026-03-03 18:20:00,inventory-service,21.8,57.8,54.9,21,496,0.99,220
2026-03-03 18:20:00,notification-service,27.8,47.6,66.5,171,470,0.9,104
2026-03-03 18:20:00,auth-service,22.6,53.7,64.7,43,233,0.36,230
2026-03-03 18:20:00,search-service,34.5,44.8,54.5,83,448,1.82,194
2026-03-03 18:25:00,api-gateway,23.7,53.8,47.4,88,268,0.56,63
2026-03-03 18:25:00,order-service,11.7,30.3,57.0,140,119,0.78,189
2026-03-03 18:25:00,payment-service,25.2,58.8,60.1,103,462,0.73,103
2026-03-03 18:25:00,inventory-service,27.4,47.8,63.6,153,230,1.81,271
2026-03-03 18:25:00,notification-service,20.2,54.1,40.6,35,121,0.24,276
2026-03-03 18:25:00,auth-service,39.6,30.7,44.7,102,179,1.62,140
2026-03-03 18:25:00,search-service,35.6,48.1,41.3,121,80,1.15,207
2026-03-03 18:30:00,api-gateway,39.9,54.4,44.2,171,430,0.51,57
2026-03-03 18:30:00,order-service,25.4,34.3,68.6,102,392,1.88,253
2026-03-03 18:30:00,payment-service,13.6,44.3,46.0,185,251,1.55,105
2026-03-03 18:30:00,inventory-service,14.6,31.8,64.8,184,404,1.55,126
2026-03-03 18:30:00,notification-service,18.6,49.0,55.3,145,182,1.9,290
2026-03-03 18:30:00,auth-service,15.4,46.7,50.7,185,174,0.85,251
2026-03-03 18:30:00,search-service,39.8,47.7,47.9,116,421,0.53,287
2026-03-03 18:35:00,api-gateway,37.9,48.1,62.5,100,414,1.25,265
2026-03-03 18:35:00,order-service,26.0,45.2,43.5,124,421,0.39,77
2026-03-03 18:35:00,payment-service,27.3,56.2,60.4,178,460,0.29,236
2026-03-03 18:35:00,inventory-service,13.7,36.9,65.5,184,193,1.8,91
2026-03-03 18:35:00,notification-service,17.5,58.9,51.8,180,116,0.95,76
